,H,I,O
1993-03-01,336.95483977305554,122.2901836977584,214.9240097417929
1993-03-02,336.9461520668278,119.3640883703507,219.583793444493
1993-03-03,336.93896200354027,130.27770593494475,214.43227190329446
1993-03-04,336.93000603294314,120.21001792095817,211.32146282880285
1993-03-05,336.92236103387495,123.12414029990335,212.8494679856203
1993-03-06,336.9108198815435,96.52106155611479,157.19434236561855
1993-03-07,336.9077565309837,111.56642694041804,152.38586171647862
1993-03-08,336.9039352806672,113.17349727414988,209.7406516175766
1993-03-09,336.8962312005409,118.68417214250404,207.2116569169619
1993-03-10,336.88733448375746,112.099253481353,214.36835686149217
1993-03-11,336.8731839230649,78.35598103840006,212.31086965018739
1993-03-12,336.8625990745973,86.5088363457752,205.58636721049885
1993-03-13,336.8521111420014,84.21467318375025,152.83974708302966
1993-03-14,336.8475231712992,93.90396052875273,149.2899962398443
1993-03-15,336.8446768739456,110.77564516609935,212.17841339893593
1993-03-16,336.8363226212876,114.42282427902322,201.92586989673902
1993-03-17,336.8228869307121,76.58771061887862,196.62298209124347
1993-03-18,336.8128098351353,80.54232779209907,201.5356673342699
1993-03-19,336.8046575970811,97.59680773276021,202.82044954272607
1993-03-20,336.7985754413149,116.11017995361243,146.12588316101585
1993-03-21,336.79749370377056,126.39401876566369,143.22811942003133
1993-03-22,336.79289413057427,108.71996645594524,198.95931388148142
1993-03-23,336.78198026395233,89.10819621713264,192.6491378035119
1993-03-24,336.77299514930763,89.24912288905774,170.98395169007944
1993-03-25,336.7685802099054,107.84879945259648,169.10466298814507
1993-03-26,336.7649251374582,119.51716267693833,168.05391587259376
1993-03-27,336.7617680767208,124.10290758419133,110.27566997704952
1993-03-28,336.76902685839053,163.87695173616288,108.05877272838033
1993-03-29,336.77690550025943,186.18338522939877,164.72832615412392
1993-03-30,336.777066406764,174.92851603201257,169.59505240646192
1993-03-31,336.78090144551686,197.12607567061372,168.97616240839997
1993-04-01,336.78159881072423,185.20077706166796,168.12154189459454
1993-04-02,336.78265272618546,182.25169227443925,169.85217759088994
1993-04-03,336.78254163280707,171.28745149289583,112.31041907715269
1993-04-04,336.7894640774586,182.1541210734462,105.57731060623583
1993-04-05,336.7955867039298,180.7165854979723,162.7668343762868
1993-04-06,336.79816672323983,187.55075090337525,168.4542576451401
1993-04-07,336.80033983617295,190.89668976990168,171.69135409817125
1993-04-08,336.8046447594463,208.21181182151403,173.74873628397887
1993-04-09,336.8193184697066,282.1511408278679,117.8517581366382
1993-04-10,336.83548393033124,292.6322871325551,115.20446163689827
1993-04-11,336.84992203529947,284.27214216621473,117.79320710791735
1993-04-12,336.8599293861623,255.84235231500458,174.87465357526918
1993-04-13,336.86512872262534,243.35562862436942,186.02404850169714
1993-04-14,336.8727016249187,259.49918621673766,179.53574436063602
1993-04-15,336.87994769267823,260.6736209096687,181.7893191448657
1993-04-16,336.8851254494137,248.18293639945261,171.94685148162696
1993-04-17,336.89396365370663,258.88265633664486,112.41418935298998
1993-04-18,336.9051111778636,246.70741076533992,111.15912776885453
1993-04-19,336.9146748309739,233.4451365837279,167.85495222296407
1993-04-20,336.9174873831717,213.71796780027037,169.88556628244976
1993-04-21,336.9218486368203,216.87654324081512,169.979900898388
1993-04-22,336.92675462162276,221.93088371948605,171.81369465359396
1993-04-23,336.932582357199,230.39696302117636,158.21489494533418
1993-04-24,336.9450859683201,268.8672333118691,121.24661940892143
1993-04-25,336.9557951149293,252.98572497915336,117.40911646735631
1993-04-26,336.9652726274576,237.6623357434149,145.48401604851523
1993-04-27,336.97497249168106,248.42326021873927,157.83010016441497
1993-04-28,336.9943106078846,322.67260559832374,147.6620110369407
1993-04-29,337.0204931029911,393.29034310014697,148.65304482838044
1993-04-30,337.04433695923757,406.67486185618577,130.60462368195823
1993-05-01,337.06861121882764,404.4947858075555,112.6522863085836
1993-05-02,337.1024004988896,456.8653167954637,111.88069137226537
1993-05-03,337.1326273938489,454.4079483421126,108.33379879094751
1993-05-04,337.1627048721948,450.39776190172216,106.20915813588721
1993-05-05,337.18815395719173,417.2817255778781,111.62413959364574
1993-05-06,337.2143005968764,411.37372604900304,117.48462993013783
1993-05-07,337.2382137479108,397.1302378468026,114.33973363890553
1993-05-08,337.2649654700561,407.9688231521784,107.5798637492282
1993-05-09,337.2952922662459,432.35514315474614,105.13543579134364
1993-05-10,337.3195475135305,401.3852297230995,112.44299952877427
1993-05-11,337.34425711007054,396.39156294565277,130.3755502366198
1993-05-12,337.3592011318744,342.4035551006014,189.75672326504397
1993-05-13,337.36456265957145,291.1797936648524,243.28298673016914
1993-05-14,337.3704571879461,302.2154888424442,245.73533818444753
1993-05-15,337.3717218517992,277.7873990403354,251.5555083632034
1993-05-16,337.37627272250165,292.52443733825754,251.9137268382113
1993-05-17,337.3841180166416,320.4095916930769,248.2357337737256
1993-05-18,337.39013348514084,317.8378238596953,247.11223824639322
1993-05-19,337.39271721566354,293.48351928409426,247.09035446709112
1993-05-20,337.3973448871276,296.7046727886159,243.3325204217841
1993-05-21,337.3997904423697,280.8833458339707,229.33914420768897
1993-05-22,337.40872450987507,306.4254686072848,164.8173357627029
1993-05-23,337.43236650132934,379.57255202752617,161.07722692308968
1993-05-24,337.4598274985445,433.43365174738597,167.2401078573763
1993-05-25,337.47360496277423,371.30663631827986,220.35978265086914
1993-05-26,337.4798427507922,324.34045571346996,224.76671758114526
1993-05-27,337.49268086682594,350.98086285328543,226.72406945840766
1993-05-28,337.5050564605123,360.01347543345366,226.9468284188044
1993-05-29,337.518211219995,365.7212117695624,162.85033164911934
1993-05-30,337.53906593290293,384.605257651283,160.1764166531695
1993-05-31,337.55285869560873,347.5653141053817,223.34804689869833
1993-06-01,337.5590124368444,317.40035616078467,260.68910568030395
1993-06-02,337.56362864976677,314.9457231532463,265.5625156305352
1993-06-03,337.5691319498972,322.46432819615774,266.8543929002788
1993-06-04,337.57401888848375,322.20047295727636,266.9886588476298
1993-06-05,337.58059826707887,330.18787868008366,205.5945330227243
1993-06-06,337.5938073106445,344.2081708140756,199.5067595679636
1993-06-07,337.6049214833665,336.05304235167665,260.4475953654607
1993-06-08,337.61303025773316,345.62846637453924,265.5022708988745
1993-06-09,337.6159001041498,317.5933695955172,264.2192256800311
1993-06-10,337.6167724086064,292.1322541142751,265.0190992497256
1993-06-11,337.62017649569316,298.7509320129167,264.9796068379882
1993-06-12,337.6280468365699,327.8780478959502,204.43960915579453
1993-06-13,337.6382587969713,322.77132576766945,198.55732441608632
1993-06-14,337.64481963263535,296.563823065889,260.42792072806805
1993-06-15,337.6397257486412,241.89508296752376,263.8819438417118
1993-06-16,337.64356176497176,281.03254006852904,281.26572184644397
1993-06-17,337.64792113335557,313.0876249171601,341.377650294588
1993-06-18,337.6421038441981,290.99941226131455,337.44073807322485
1993-06-19,337.6392401200783,296.1368515594555,276.558027776429
1993-06-20,337.6428903807489,308.48731779781514,270.50924569895653
1993-06-21,337.64520515338893,304.6810078932772,331.43335158655725
1993-06-22,337.6422578163534,299.5270411768178,305.40299576703353
1993-06-23,337.6430654578028,308.3828054057895,306.83656367776643
1993-06-24,337.646778889534,333.11640686450346,327.974138638648
1993-06-25,337.6440372376699,312.40797380560184,336.31145216758125
1993-06-26,337.6364415011131,273.30722961417456,280.27464125324605
1993-06-27,337.63635239774203,276.36161612890845,271.7680927180323
1993-06-28,337.63872164621097,292.31657787870023,329.64113184798146
1993-06-29,337.6358504856488,295.45395293572267,334.5399062302716
1993-06-30,337.6305892271831,283.7348155281037,337.74860658857216
1993-07-01,337.62531331009296,277.3486255053049,276.62215767630266
1993-07-02,337.6317725837713,322.4219850075475,330.8677609132204
1993-07-03,337.63185520697385,325.2780502682465,279.67842160038987
1993-07-04,337.6739240627043,578.311841250623,311.19523009288434
1993-07-05,337.6966879097206,574.8105108151613,359.5807410832952
1993-07-06,337.7065044243558,514.5909137237372,378.4867292416888
1993-07-07,337.7128292171588,478.02084728343993,404.7289592752178
1993-07-08,337.71983659882136,481.42189630642963,404.9659540557297
1993-07-09,337.72537333793747,474.0870940122191,421.5111229715252
1993-07-10,337.7269418045903,455.3807360494669,455.00035279922486
1993-07-11,337.7269899959652,455.7124773398852,459.5793727166467
1993-07-12,337.72126560733216,420.3477953639609,463.74658841403334
1993-07-13,337.71597068880834,411.01706411509167,468.5901903372576
1993-07-14,337.70946938666935,401.69167478603765,467.16442526339756
1993-07-15,337.7027951397914,395.87042201024997,466.11705367247845
1993-07-16,337.6957610693633,390.7524889266639,470.60727604722325
1993-07-17,337.70171903085094,476.92832262738636,470.680658758866
1993-07-18,337.7028304285026,480.4413814425312,467.2971724067503
1993-07-19,337.70137134816474,463.0363551948396,466.16668885998513
1993-07-20,337.69425487936854,417.8219971789025,466.16424750731915
1993-07-21,337.68961618378864,415.61042921958654,468.7693991902486
1993-07-22,337.6834804068074,406.05991489747015,466.26412187526256
1993-07-23,337.67841370264836,407.9154249833943,467.84817453296984
1993-07-24,337.67340576791344,409.92562252692943,467.9805797183425
1993-07-25,337.68274202769527,505.69243639803364,468.5961984924599
1993-07-26,337.6957411807807,571.4177063258887,498.06254416950765
1993-07-27,337.70195178843534,572.7091315208389,560.2950163236453
1993-07-28,337.7360340350196,793.4462054162931,612.4243502059212
1993-07-29,337.7627257198671,869.8203506152437,728.1251119268969
1993-07-30,337.77569628597064,876.281374306164,800.3600666451669
1993-07-31,337.7809297793656,867.8503217730996,828.4569949897019
1993-08-01,337.7765770319202,816.1711073112231,831.874448423122
1993-08-02,337.7709043614966,788.0675595084873,835.7472176105737
1993-08-03,337.7698917488774,810.5417836916724,859.7224174524881
1993-08-04,337.7639789662743,801.0812590228994,875.5816628783444
1993-08-05,337.76499873033845,851.480327757465,875.7974061591112
1993-08-06,337.759966715,832.141421548722,869.6346451768464
1993-08-07,337.7467645020372,766.6172753977054,865.6066530152557
1993-08-08,337.7297287103942,711.8701854196211,863.4006671020038
1993-08-09,337.7281185835624,790.0145423033221,863.6900129596278
1993-08-10,337.71776492450243,764.6994001849876,863.1420291967087
1993-08-11,337.702672662164,721.0374435216013,832.9260783431117
1993-08-12,337.68814520841306,687.9093908064165,781.8029007857951
1993-08-13,337.67061987093797,625.1856604402441,745.5483457915152
1993-08-14,337.6555942253766,593.0379906498789,681.0266100575262
1993-08-15,337.6472214382036,588.6652732071473,670.0236952823112
1993-08-16,337.6351421513409,555.720154750457,655.4540486535184
1993-08-17,337.6227219641427,531.2175973469863,639.5460137750558
1993-08-18,337.6130570015024,530.1458831200329,627.1402195931911
1993-08-19,337.5999830987323,500.4404253363365,625.278307614911
1993-08-20,337.5848725347188,472.91456563301995,610.4574036218173
1993-08-21,337.57228346868254,467.1291563774636,549.5957260085886
1993-08-22,337.5642483843296,462.2465036231653,548.1501252571559
1993-08-23,337.56227493517497,496.8695084535904,496.596544237114
1993-08-24,337.5645568463433,505.4868037205419,374.1815661804246
1993-08-25,337.5738408897875,488.612227642155,348.4208192344174
1993-08-26,337.5852913419992,482.9182951061562,362.7116597870725
1993-08-27,337.5929763498306,463.41336299029206,364.8728039303967
1993-08-28,337.5929013736527,405.2035906770702,365.18277491510656
1993-08-29,337.5964834484696,405.66639922880665,369.5942443426987
1993-08-30,337.6264747361554,587.5200534202098,460.97051167640444
1993-08-31,337.620826276116,480.87331910967407,554.7930337637001
1993-09-01,337.6088804200017,443.0477170915649,512.9682393960218
1993-09-02,337.61149785728423,503.66675153345216,558.600336069488
1993-09-03,337.59706112804,442.3711274976895,596.7298208868624
1993-09-04,337.58271895878863,438.091778209448,598.8237287922135
1993-09-05,337.5624841992082,398.3077006420325,595.4530665508527
1993-09-06,337.54477940838314,392.53390660205343,513.5252737847458
1993-09-07,337.54369747954735,448.4867888819349,362.61951322008065
1993-09-08,337.54996066063455,439.32454993321994,357.50198710727966
1993-09-09,337.55666300021306,436.19517035480965,367.12950231153053
1993-09-10,337.5524184906676,367.5830568598099,365.406706481945
1993-09-11,337.54990026817325,349.59632562297907,364.1778131362576
1993-09-12,337.55304337329324,378.9994784929016,365.74938343956796
1993-09-13,337.5585796575473,407.65625622161076,362.219379244557
1993-09-14,337.56704127908637,437.10442625019124,364.66881080046466
1993-09-15,337.56972124464465,412.68874445586613,370.54988475625464
1993-09-16,337.56936177064745,385.414978105499,366.4724235261845
1993-09-17,337.56726225199276,360.1359568083312,360.62711633202736
1993-09-18,337.5674192254711,361.9036930852364,369.2076383538675
1993-09-19,337.5684467322402,373.1528504298777,372.64439535584154
1993-09-20,337.56889450804283,375.359578675539,363.8019361268371
1993-09-21,337.5673367178328,358.6796243958948,371.3675255757512
1993-09-22,337.56606409231983,357.4933082501922,367.3704254012325
1993-09-23,337.56165195035663,334.47458457859057,374.43629359194443
1993-09-24,337.5576594716536,331.37676155388124,372.2147265154107
1993-09-25,337.5547821516543,335.8434695831028,363.7583716632082
1993-09-26,337.55169901416264,331.9680194806903,366.740871355476
1993-09-27,337.5425142329075,291.5895675908743,366.1963565410106
1993-09-28,337.545006284333,351.8954140590285,368.5643298869969
1993-09-29,337.5408752323429,334.4206250310481,369.9376054736685
1993-09-30,337.5337995009933,308.40964680375066,369.1651173694586
1993-10-01,337.52584647949675,291.5140842385089,370.9021822604374
1993-10-02,337.51369791196925,257.481882463554,366.5244453727026
1993-10-03,337.50966296074864,294.51609400291926,363.1726638370581
1993-10-04,337.5008835942134,276.8804896174245,366.7374531003925
1993-10-05,337.49527172097476,291.5823082841949,350.4395069172033
1993-10-06,337.498752615587,346.78021612016346,305.88116304217135
1993-10-07,337.5024835821643,347.2077668923997,300.49207270684263
1993-10-08,337.50277454190876,321.69684672810877,299.20998136569744
1993-10-09,337.4975273515309,270.8100773736343,240.5570277959495
1993-10-10,337.50233095561407,284.34297732842447,230.84087574882204
1993-10-11,337.50842945814134,296.10794990150646,284.99680722353617
1993-10-12,337.5060668145755,274.8322704526164,301.5600414885516
1993-10-13,337.5024221871824,266.46494529767415,302.9069788718338
1993-10-14,337.50361679424117,294.2955394589925,275.4170318180988
1993-10-15,337.50240309463754,276.3280670409288,297.0808434717021
1993-10-16,337.50406053452565,295.0459375574754,211.74829080474078
1993-10-17,337.51151104003,294.9006036222347,200.0702033226462
1993-10-18,337.5175917139258,283.36732444610107,274.24743776636956
1993-10-19,337.5158542888786,266.29321047912947,269.4970593955826
1993-10-20,337.51890573348936,288.4109572294984,270.80038320425666
1993-10-21,337.51598364803175,258.6954916172481,269.24982490244145
1993-10-22,337.5153929788062,260.9615625245333,269.0134322136109
1993-10-23,337.5221866794658,307.3740045754176,206.55282505860174
1993-10-24,337.5336740626682,324.08220681342885,203.24259445830648
1993-10-25,337.5439852575154,324.7033079179448,266.2284413019729
1993-10-26,337.5400121031671,264.2725746340846,268.0521758963378
1993-10-27,337.5350312845674,233.6078505833238,269.0223750637527
1993-10-28,337.5425152602015,303.7729814734846,267.8526092013634
1993-10-29,337.5474378455712,315.18359971168206,266.1175332613878
1993-10-30,337.5494267007433,296.468495798773,205.6101763327484
1993-10-31,337.55635952190767,289.37598396996754,211.48739474041102
1993-11-01,337.5610149125077,279.4584194778927,307.2632139882729
1993-11-02,337.55661615370695,267.22318260244907,318.05581718494267
1993-11-03,337.5516540990694,264.24365477643346,318.9306746263759
1993-11-04,337.5507194511187,290.1018238151678,318.9082486097509
1993-11-05,337.54202171332105,249.58161871831115,320.95913975303006
1993-11-06,337.53077702665036,213.76093552225544,256.9893757534254
1993-11-07,337.5318875655934,246.28160236357414,254.1427654983001
1993-11-08,337.52981387123697,240.28783672161975,314.4937803455516
1993-11-09,337.5238099891306,244.23366271279448,317.69267688298805
1993-11-10,337.51707649037826,242.81538806940327,318.8950147034122
1993-11-11,337.51384641129874,266.12750648682845,320.74589585727847
1993-11-12,337.5086292037145,263.64634273010637,320.9869235278275
1993-11-13,337.505879618689,276.0383195033875,262.32801708797075
1993-11-14,337.50515845480766,262.89467359239273,255.65858055156488
1993-11-15,337.5020872823356,241.34556359594268,313.75657955345224
1993-11-16,337.4951599263039,238.2650253539844,319.48634660563056
1993-11-17,337.4861111517129,226.09921900064447,320.91341852995504
1993-11-18,337.4798135873992,240.01367111161636,320.94649309006275
1993-11-19,337.4680272902689,209.42043196854348,319.26500220938027
1993-11-20,337.4593202466485,212.93850916724554,255.80039588587363
1993-11-21,337.46530418398777,277.27788859410725,249.35680870049893
1993-11-22,337.46221667420554,243.04674978784772,298.6125125193082
1993-11-23,337.45666842084034,239.8354638234085,316.38385085004916
1993-11-24,337.44658507042567,218.14594741522149,318.8525572038137
1993-11-25,337.4413066533482,242.2513501906713,318.9075186613284
1993-11-26,337.4393991527707,274.5484653741155,318.8849070763996
1993-11-27,337.4378767585774,286.9678048418729,251.1584746912401
1993-11-28,337.4398980501673,279.06256726809363,245.5430344579602
1993-11-29,337.43946714486714,259.95325697761484,311.06748875038613
1993-11-30,337.43159094609496,238.15876421520804,317.49071631659433
1993-12-01,337.42414558222055,235.3430356189168,316.1344448094269
1993-12-02,337.4170011329948,235.43526183822567,316.0109748880232
1993-12-03,337.4054446860535,206.52675295081522,321.59352702161425
1993-12-04,337.39668914466966,212.67325069263126,255.98704945047294
1993-12-05,337.39372986899446,218.2008099728128,250.4840089132099
1993-12-06,337.38822638086543,203.91951884382152,312.3821344803025
1993-12-07,337.3789080127601,205.88600762095822,312.9416191430817
1993-12-08,337.3687321829063,201.33408368740044,313.010228581504
1993-12-09,337.35900011452594,201.3801853396625,292.84674450162953
1993-12-10,337.3468373408591,174.61488739428935,293.9921782038981
1993-12-11,337.33881300745867,188.33678347995945,232.57577095114289
1993-12-12,337.33949735039835,218.65173368526905,230.1153897938639
1993-12-13,337.33801950863455,218.56641418934865,287.72358038474744
1993-12-14,337.32895679578513,199.46671334084868,293.5368139653957
1993-12-15,337.3201588083901,196.3880065024129,293.05527597442773
1993-12-16,337.3107731210397,191.01581214279216,293.9385807416081
1993-12-17,337.30116569884717,187.80040947299892,294.0055319766138
1993-12-18,337.2939274029007,199.23782462321674,237.1649290603996
1993-12-19,337.2912901260025,203.5413335774308,227.83864635571672
1993-12-20,337.2874882187131,193.9248996304601,252.75282505223922
1993-12-21,337.28250944144224,193.73862234652884,219.08458104920265
1993-12-22,337.28121499693515,199.55267630925746,209.82688430157006
1993-12-23,337.2801157621737,197.27450109400934,189.83908417112312
1993-12-24,337.27982442498956,190.85943715326474,187.25954918749085
1993-12-25,337.27929760830614,184.97304887504714,181.54480648318608
1993-12-26,337.27802520985296,174.52864294977846,181.08042499983674
1993-12-27,337.2778670258622,177.31695496385117,180.99748215873402
1993-12-28,337.27863168620615,184.85780309658543,187.3873521085838
1993-12-29,337.2811143567986,202.77893849410955,187.8890350151715
1993-12-30,337.28211148786875,200.65347607400858,187.99775236165158
1993-12-31,337.2834382430286,202.0103793202785,187.99530201346968
1994-01-01,337.2804082142079,173.81988032909058,189.00938015458135
1994-01-02,337.27713999895644,161.06648411134992,188.12708123486019
1994-01-03,337.27487291375036,163.8611116810143,225.5610299414421
1994-01-04,337.266778464865,148.45340042816056,263.5740237581085
1994-01-05,337.25388543430097,130.7765389374845,265.85517955787856
1994-01-06,337.2502545999586,186.09464306246275,269.46836626477665
1994-01-07,337.2441868275139,192.34594658856557,221.38189202752193
1994-01-08,337.2393680309791,174.8399050796837,169.78923201523034
1994-01-09,337.23921570929537,170.60134346990606,164.49986554547797
1994-01-10,337.2368404315689,153.99378361563046,216.31421560449812
1994-01-11,337.2299414468256,145.25830156590143,223.38410960082885
1994-01-12,337.22489251565383,157.58160182200504,222.07518793779778
1994-01-13,337.21829082897636,151.85945752198234,224.77359279214704
1994-01-14,337.21535320184665,175.02021496276873,222.1557646681724
1994-01-15,337.21452890615694,194.48327270175923,169.73130925327507
1994-01-16,337.2116706071649,161.0096258138027,168.25651837864496
1994-01-17,337.20714321826534,138.337274187787,226.72657502109803
1994-01-18,337.20546914112373,179.29457621735224,231.42138919528819
1994-01-19,337.1881695381573,95.59868078017566,234.06177236044937
1994-01-20,337.17485735837886,88.51784300032432,230.36435859347668
1994-01-21,337.1654724840508,109.26976912616638,224.4650742454507
1994-01-22,337.15892750361684,130.77035449229942,171.75049239443635
1994-01-23,337.15771274484183,146.70947031767554,171.01000414900625
1994-01-24,337.1524079735897,128.75779944408455,226.94193424398986
1994-01-25,337.14318586928164,125.12472789639405,223.34284493864155
1994-01-26,337.1356227058098,132.83592202183468,226.66749834331304
1994-01-27,337.12895304508663,143.96286262922567,231.515567009784
1994-01-28,337.12105000226063,143.07761102256723,232.87838186659835
1994-01-29,337.1127614362855,137.73383177517604,171.62958299943364
1994-01-30,337.10846511089426,128.4516557624907,157.3423394851789
1994-01-31,337.10283064374073,112.12658081741122,234.95055395562736
1994-02-01,337.0919910126488,112.42281359600373,234.99486647084973
1994-02-02,337.0825430494379,121.72115675882553,234.05257901775238
1994-02-03,337.0732805750324,126.24440803505894,233.0732907514503
1994-02-04,337.06396334904827,127.08724823746299,230.2550815362528
1994-02-05,337.0558122113979,130.79428580263175,175.04373751784357
1994-02-06,337.05124306095246,125.98988403293117,164.9426561927425
1994-02-07,337.0418147839114,89.83948654428457,230.15765386553016
1994-02-08,337.02987276166215,92.4726809545733,218.09531947844457
1994-02-09,337.0208233379118,106.18752283102445,217.04633080505386
1994-02-10,337.0091195982867,93.85325675279037,218.87705625647862
1994-02-11,337.0010276682246,113.509490698913,217.0921820496296
1994-02-12,337.00109682926154,171.8036557567912,161.8486595337587
1994-02-13,337.0001307185572,159.21599954154885,154.7004204029063
1994-02-14,336.9958969654211,131.43214923152837,210.03254288106015
1994-02-15,336.98408598404893,99.68309727208887,215.60477676398966
1994-02-16,336.97470677326055,105.70046314688445,217.77901724207126
1994-02-17,336.9653245276738,109.34402296158837,217.96934852983318
1994-02-18,336.95781438735605,123.23613467439438,216.1190822349823
1994-02-19,336.9545357980823,152.56646344247514,149.9541026205927
1994-02-20,336.95232430284597,136.08995524256864,143.63828113189248
1994-02-21,336.9457889327795,100.44494108716378,204.54998836325817
1994-02-22,336.9353557768479,93.47356443403038,224.22327850526727
1994-02-23,336.9254990044329,103.57443893601953,198.3346720630656
1994-02-24,336.9158599055974,96.52985179120523,220.9537217758574
1994-02-25,336.9027137872411,82.2811004435181,216.46302392355892
1994-02-26,336.89223729467994,87.4052490072897,134.48989227515028
1994-02-27,336.8891566225752,94.40982023434645,130.35347259148816
1994-02-28,336.8847433773638,89.8629773685327,199.66754358940733
1994-03-01,336.8739013049545,81.86944904944534,187.17342047409383
1994-03-02,336.865282684776,86.33774321215014,182.41925683443935
1994-03-03,336.8543303011923,69.73010248451581,172.9294810726413
1994-03-04,336.8461788708505,76.3013060369705,172.97224466873195
1994-03-05,336.8414039378141,98.24972949004695,112.46284827819929
1994-03-06,336.8396728161145,94.87443215004382,107.46960951904332
1994-03-07,336.8331438090832,62.14122719789602,166.69397995373996
1994-03-08,336.82397052417633,62.856204399575155,168.80412374441198
1994-03-09,336.81791901299243,84.68779549027154,164.33056552034324
1994-03-10,336.8132331944978,100.20796234939203,161.22789265228155
1994-03-11,336.80795334828326,101.27572988064261,165.59601975673675
1994-03-12,336.80366573288467,107.9385271150661,113.72687956231746
1994-03-13,336.8034262195455,109.52273801910853,109.3913718421043
1994-03-14,336.79924145007533,84.88133572556883,169.57661265828762
1994-03-15,336.78892151098626,66.48531478398878,173.68996500577137
1994-03-16,336.77873183892143,61.94107202724815,173.98908653389176
1994-03-17,336.7719722904548,82.70412123625725,170.26572610479568
1994-03-18,336.7678334460114,106.24530493478187,162.61535015548102
1994-03-19,336.7634176188473,107.87488830936435,119.90611960269271
1994-03-20,336.7643570558014,120.90030649601599,115.36838956363071
1994-03-21,336.7641550718469,118.00682549778823,148.01973599396834
1994-03-22,336.75965160848045,104.96825970499532,131.55538291171956
1994-03-23,336.75556996984324,93.63011175623731,132.9164608770888
1994-03-24,336.751276859632,88.17405084691423,131.17894400564276
1994-03-25,336.7471083464797,86.13216715031905,137.43442494491254
1994-03-26,336.74518411155213,102.59305374045586,120.49214454424157
1994-03-27,336.74466151201057,109.50541583921178,118.18614625360448
1994-03-28,336.74206187452455,98.38897366697319,137.29043433702512
1994-03-29,336.7377640767972,93.22527706000385,146.20242224338895
1994-03-30,336.7330383808224,92.53806881611114,136.85837805053384
1994-03-31,336.7316059512045,110.73634404440664,169.9068464205626
1994-04-01,336.7307293679437,136.17390252141342,103.30796815496021
1994-04-02,336.73314049688514,133.5066254453749,115.85995366018494
1994-04-03,336.73116815109813,110.13942131701309,116.06590462208352
1994-04-04,336.7278810801028,92.58817084449166,129.80519479698287
1994-04-05,336.72339242246926,84.82149614793006,131.8416428829211
1994-04-06,336.71979923785074,88.99761532179647,139.3015465901916
1994-04-07,336.7154821385776,89.44072874415279,129.86293927343883
1994-04-08,336.71499288894756,109.79616456664091,128.08867382937106
1994-04-09,336.7146247381517,117.412477684525,115.15688182877966
1994-04-10,336.71684090803933,130.78001316213937,115.88482899107233
1994-04-11,336.7184317800511,132.2458729906753,109.57284059884469
1994-04-12,336.7215715445836,141.06095788632692,135.58535686127829
1994-04-13,336.72276858046564,145.8328440720513,136.86543767592548
1994-04-14,336.72389602017324,148.0389453849304,136.98137723854921
1994-04-15,336.7317498503885,193.38250639360052,135.01556923609246
1994-04-16,336.73965701278763,210.37420568069123,113.87478836054329
1994-04-17,336.7484369035341,211.74927760115415,111.23665626417596
1994-04-18,336.7544310734193,193.19250445666637,124.82286436309795
1994-04-19,336.7544761000594,153.5925554190933,127.86500592345119
1994-04-20,336.755443565279,144.7823658404314,125.2696840056175
1994-04-21,336.75854268245456,154.10856050617167,130.48817046144876
1994-04-22,336.76166590840836,160.94168823636716,130.93434345532881
1994-04-23,336.7686835964461,187.36657688141847,84.55256375948906
1994-04-24,336.77677926795894,181.95149737363,109.71485728295931
1994-04-25,336.78263422686126,179.43947022346364,131.0544713173535
1994-04-26,336.793381769593,222.13695952043568,130.8626745271696
1994-04-27,336.80715239815606,259.3733452553099,124.45210570857883
1994-04-28,336.8163946778239,241.50799035760187,125.92948660807518
1994-04-29,336.82691926814965,243.23741537157696,123.2400684237412
1994-04-30,336.8409257754831,264.90737947371366,111.03897021924246
1994-05-01,336.85602786009,274.5078915391287,109.13918648962563
1994-05-02,336.86977721456253,269.0866390556679,120.02276507068659
1994-05-03,336.8845028312271,279.2025268673755,121.80047042620325
1994-05-04,336.9026325715391,306.80456583793796,120.97543855480589
1994-05-05,336.9205274885639,316.4310064011165,124.63030402682789
1994-05-06,336.9416569433815,343.5314449292272,120.29847023776082
1994-05-07,336.9652706176606,368.32641799106267,109.86566368527204
1994-05-08,336.9903048630688,382.41639846524913,109.94190260694575
1994-05-09,337.0110889112202,360.67232779726396,119.22827805671153
1994-05-10,337.03023661180833,345.99130373973225,122.73230080656116
1994-05-11,337.05715495802986,393.2553974051394,124.65264299148797
1994-05-12,337.07985939190945,386.15623641819457,127.7427129007217
1994-05-13,337.10896793165045,427.1164922656383,126.0101097022033
1994-05-14,337.1513650230289,530.4224673061187,114.66446302457783
1994-05-15,337.186932915768,521.8239282547015,111.33606378030494
1994-05-16,337.2196864546995,498.1025440354146,115.6874780723154
1994-05-17,337.250120831689,475.71451453130413,124.2929800152189
1994-05-18,337.2810647229239,474.5370592422058,126.77676459064128
1994-05-19,337.31235093809545,477.649703973042,126.97092389352191
1994-05-20,337.34116395101233,464.53669869396737,162.76861410990267
1994-05-21,337.3671899174395,460.9049744573987,184.06270318012338
1994-05-22,337.3945680106292,479.75878338765136,184.85869389083228
1994-05-23,337.4253676371535,512.8326842838998,227.93441716982358
1994-05-24,337.45650820153867,553.0711087916815,252.5951790315663
1994-05-25,337.4863789025752,575.8070861631237,277.62487899612415
1994-05-26,337.5075299033379,545.457602858202,365.0978495836698
1994-05-27,337.5197316048285,520.8384355727093,372.41874025534287
